REM;Seccion;IdEstablecimiento;PK;IdServicio;Ano;Mes;IdRegion;IdComuna;CodigoPrestacion;Tipo Control;Profesional;Tipo de Caracteristica;Caracteristica;Variable;Cantidad
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL07;16;2023;3;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;2.0
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL07;16;2023;2;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;25 - 29 A�os;Col07;28
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL07;16;2023;6;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;3.0
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL07;16;2023;6;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;25 - 29 A�os;Col07;34
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL07;16;2023;4;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;2.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL07;16;2023;4;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;23.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL07;16;2023;4;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL07;16;2023;4;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;2.0
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL07;16;2023;4;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;25 - 29 A�os;Col07;25
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL07;16;2023;5;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;2.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL07;16;2023;5;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;26.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL07;16;2023;5;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;1.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL07;16;2023;5;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;4.0
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL07;16;2023;5;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;25 - 29 A�os;Col07;26
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101080040COL07;16;2023;3;7;7308;1080040;Puérpera con recién nacido entre 11 y 28 días ;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL07;16;2023;3;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;5.0
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL07;16;2023;3;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;25 - 29 A�os;Col07;31
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL07;16;2023;9;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL07;16;2023;9;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;31.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101501080COL07;16;2023;9;7;7308;1501080;Post Aborto;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL07;16;2023;9;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;2.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101080040COL07;16;2023;9;7;7308;1080040;Puérpera con recién nacido entre 11 y 28 días ;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;2.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL07;16;2023;9;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;6.0
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL07;16;2023;9;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;25 - 29 A�os;Col07;30
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL07;16;2023;7;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;2.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL07;16;2023;7;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;26.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL07;16;2023;7;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;2.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101080040COL07;16;2023;7;7;7308;1080040;Puérpera con recién nacido entre 11 y 28 días ;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;1.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL07;16;2023;7;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;3.0
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL07;16;2023;7;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;25 - 29 A�os;Col07;22
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL07;16;2023;1;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL07;16;2023;1;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;16.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101501080COL07;16;2023;1;7;7308;1501080;Post Aborto;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL07;16;2023;1;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;2.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101080040COL07;16;2023;1;7;7308;1080040;Puérpera con recién nacido entre 11 y 28 días ;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;1.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL07;16;2023;1;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;3.0
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL07;16;2023;1;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;25 - 29 A�os;Col07;19
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL07;16;2023;6;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL07;16;2023;6;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;29.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL07;16;2023;6;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;25 - 29 años;Col07;3.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL08;16;2023;8;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;2.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL08;16;2023;8;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;27.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL08;16;2023;8;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;1.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL08;16;2023;8;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;5.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010903COL08;16;2023;8;7;7308;1010903;Climaterio;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL08;16;2023;8;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;30 - 34 A�os;Col08;37
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL08;16;2023;10;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;1.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL08;16;2023;10;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;25.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL08;16;2023;10;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;1.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101080040COL08;16;2023;10;7;7308;1080040;Puérpera con recién nacido entre 11 y 28 días ;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL08;16;2023;10;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;5.0
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL08;16;2023;10;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;30 - 34 A�os;Col08;24
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL08;16;2023;11;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;1.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL08;16;2023;12;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;1.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL08;16;2023;12;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;26.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL08;16;2023;12;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;3.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101080040COL08;16;2023;12;7;7308;1080040;Puérpera con recién nacido entre 11 y 28 días ;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;1.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL08;16;2023;12;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;1.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL08;16;2023;11;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;28.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101501080COL08;16;2023;11;7;7308;1501080;Post Aborto;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL08;16;2023;11;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;3.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL08;16;2023;11;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;2.0
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL08;16;2023;11;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;30 - 34 A�os;Col08;28
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL08;16;2023;12;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;30 - 34 A�os;Col08;26
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL08;16;2023;2;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;1.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL08;16;2023;2;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;22.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL08;16;2023;2;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;4.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101080040COL08;16;2023;2;7;7308;1080040;Puérpera con recién nacido entre 11 y 28 días ;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;1.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL08;16;2023;2;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;3.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL08;16;2023;3;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;3.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL08;16;2023;3;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;17.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL08;16;2023;3;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;1.0
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL08;16;2023;2;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;30 - 34 A�os;Col08;43
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL08;16;2023;6;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;4.0
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL08;16;2023;6;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;30 - 34 A�os;Col08;29
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL08;16;2023;4;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;1.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL08;16;2023;4;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;21.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL08;16;2023;4;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL08;16;2023;4;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;3.0
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL08;16;2023;4;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;30 - 34 A�os;Col08;27
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL08;16;2023;5;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL08;16;2023;5;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;21.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL08;16;2023;5;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;3.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL08;16;2023;5;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;6.0
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL08;16;2023;5;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;30 - 34 A�os;Col08;22
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101080040COL08;16;2023;3;7;7308;1080040;Puérpera con recién nacido entre 11 y 28 días ;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL08;16;2023;3;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;4.0
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL08;16;2023;3;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;30 - 34 A�os;Col08;36
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL08;16;2023;9;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL08;16;2023;9;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;21.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101501080COL08;16;2023;9;7;7308;1501080;Post Aborto;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;1.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL08;16;2023;9;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;2.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101080040COL08;16;2023;9;7;7308;1080040;Puérpera con recién nacido entre 11 y 28 días ;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL08;16;2023;9;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;4.0
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL08;16;2023;9;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;30 - 34 A�os;Col08;23
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL08;16;2023;7;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;1.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL08;16;2023;7;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;18.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL08;16;2023;7;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;2.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101080040COL08;16;2023;7;7;7308;1080040;Puérpera con recién nacido entre 11 y 28 días ;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;1.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL08;16;2023;7;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;5.0
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL08;16;2023;7;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;30 - 34 A�os;Col08;28
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL08;16;2023;1;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL08;16;2023;1;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;10.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101501080COL08;16;2023;1;7;7308;1501080;Post Aborto;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL08;16;2023;1;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;3.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101080040COL08;16;2023;1;7;7308;1080040;Puérpera con recién nacido entre 11 y 28 días ;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL08;16;2023;1;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;4.0
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL08;16;2023;1;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;30 - 34 A�os;Col08;25
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL08;16;2023;6;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;1.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL08;16;2023;6;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;26.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL08;16;2023;6;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;30 - 34 años;Col08;2.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL09;16;2023;8;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;35 - 39 años;Col09;1.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL09;16;2023;8;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;35 - 39 años;Col09;14.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL09;16;2023;8;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;35 - 39 años;Col09;1.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL09;16;2023;8;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;35 - 39 años;Col09;9.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010903COL09;16;2023;8;7;7308;1010903;Climaterio;Matrona/ón;RANGO ETARIO;35 - 39 años;Col09;
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL09;16;2023;8;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;35 - 39 A�os;Col09;28
